,detection_id,arrival_time,pre_orderboard,orderboard,pickup,total_time
1671,1102342,2022-03-25T18:58:25,125.0,138.0,216.0,1249
1672,1102343,2022-03-25T19:00:36,134.0,43.0,13.0,1129
1673,1102351,2022-03-25T19:02:30,68.0,149.0,104.0,1117
1674,1102358,2022-03-25T19:03:46,147.0,107.0,91.0,1123
1675,1102363,2022-03-25T19:06:20,102.0,52.0,85.0,1050
1676,1102365,2022-03-25T19:08:09,48.0,106.0,44.0,980
1677,1102367,2022-03-25T19:09:05,101.0,258.0,87.0,1008
1678,1102381,2022-03-25T19:10:56,90.0,210.0,248.0,1142
1679,1102385,2022-03-25T19:12:28,210.0,192.0,74.0,1122
1680,1102389,2022-03-25T19:16:07,185.0,83.0,74.0,981
1681,1102394,2022-03-25T19:16:41,236.0,92.0,74.0,1014
1682,1102397,2022-03-25T19:20:45,90.0,38.0,50.0,818
1683,1102408,2022-03-25T19:22:22,35.0,62.0,158.0,875
1684,1102413,2022-03-25T19:23:06,55.0,101.0,52.0,879
1685,1102417,2022-03-25T19:24:10,94.0,89.0,68.0,879
1686,1102419,2022-03-25T19:25:52,85.0,52.0,65.0,838
1687,1102420,2022-03-25T19:27:39,31.0,124.0,84.0,792
1688,1102426,2022-03-25T19:28:19,120.0,132.0,121.0,868
1689,1102440,2022-03-25T19:31:18,79.0,45.0,270.0,956
1690,1102443,2022-03-25T19:33:30,,44.0,38.0,855
1691,1102452,2022-03-25T19:33:33,50.0,48.0,68.0,915
1692,1102455,2022-03-25T19:34:44,29.0,111.0,35.0,872
1693,1102461,2022-03-25T19:35:23,107.0,70.0,86.0,919
1694,1102462,2022-03-25T19:37:19,63.0,82.0,51.0,839
1695,1102473,2022-03-25T19:38:37,77.0,59.0,147.0,904
1696,1102502,2022-03-25T19:40:06,49.0,82.0,541.0,1350
1697,1102505,2022-03-25T19:41:08,73.0,288.0,48.0,1330
1698,1102508,2022-03-25T19:42:43,267.0,155.0,58.0,1287
1699,1102523,2022-03-25T19:47:22,151.0,81.0,213.0,1213
1700,1102527,2022-03-25T19:51:21,,81.0,59.0,1034
1701,1102533,2022-03-25T19:51:27,77.0,71.0,61.0,1087
1702,1102534,2022-03-25T19:52:55,67.0,103.0,41.0,1024
1703,1102540,2022-03-25T19:55:59,,18.0,103.0,936
1704,1102563,2022-03-25T19:56:00,21.0,56.0,207.0,1139
1705,1102566,2022-03-25T19:56:33,48.0,334.0,67.0,1153
1706,1102568,2022-03-25T20:03:00,,73.0,40.0,804
1707,1102571,2022-03-25T20:03:13,66.0,206.0,47.0,833
1708,1102620,2022-03-25T20:04:29,92.0,146.0,642.0,1396
1709,1102622,2022-03-25T20:08:16,28.0,129.0,47.0,1213
1710,1102633,2022-03-25T20:09:02,123.0,90.0,299.0,1458
1711,1102643,2022-03-25T20:11:13,84.0,43.0,39.0,1365
1712,1102645,2022-03-25T20:12:47,39.0,75.0,58.0,1328
1713,1102653,2022-03-25T20:14:51,,53.0,60.0,1269
1714,1102654,2022-03-25T20:14:54,53.0,63.0,37.0,1295
1715,1102657,2022-03-25T20:15:58,62.0,113.0,31.0,1260
1716,1102659,2022-03-25T20:17:08,107.0,58.0,29.0,1213
1717,1102670,2022-03-25T20:19:11,187.0,374.0,286.0,1374
1718,1102672,2022-03-25T20:27:44,49.0,59.0,92.0,950
1719,1102676,2022-03-25T20:28:46,51.0,236.0,155.0,1032
1720,1102678,2022-03-25T20:29:50,235.0,92.0,54.0,1017
1721,1102681,2022-03-25T20:35:31,,87.0,106.0,777
1722,1102692,2022-03-25T20:35:39,81.0,46.0,230.0,995
1723,1102695,2022-03-25T20:37:10,39.0,140.0,55.0,956
1724,1102701,2022-03-25T20:39:57,21.0,120.0,65.0,851
1725,1102706,2022-03-25T20:40:26,115.0,69.0,98.0,916
1726,1102713,2022-03-25T20:43:14,20.0,65.0,39.0,783
1727,1102722,2022-03-25T20:43:47,58.0,64.0,123.0,869
1728,1102726,2022-03-25T20:46:37,,140.0,59.0,733
1729,1102735,2022-03-25T20:47:19,103.0,107.0,131.0,811
1730,1102737,2022-03-25T20:51:55,,40.0,56.0,586
1731,1102740,2022-03-25T20:53:28,39.0,112.0,47.0,538
1732,1102758,2022-03-25T20:55:59,6.0,20.0,319.0,700
1733,1102765,2022-03-25T20:56:31,,76.0,60.0,711
1734,1102771,2022-03-25T20:56:39,74.0,80.0,62.0,762
1735,1102803,2022-03-25T20:58:02,74.0,78.0,342.0,1018
1736,1102825,2022-03-25T21:01:32,,71.0,331.0,1134
1737,1102828,2022-03-25T21:05:15,,95.0,81.0,979
1738,1102838,2022-03-25T21:07:27,25.0,92.0,98.0,941
1739,1102841,2022-03-25T21:07:59,92.0,56.0,36.0,943
1740,1102846,2022-03-25T21:09:42,54.0,84.0,49.0,884
1741,1102850,2022-03-25T21:10:51,72.0,67.0,44.0,856
1742,1102855,2022-03-25T21:12:13,64.0,71.0,43.0,812
1743,1102859,2022-03-25T21:13:30,60.0,58.0,44.0,774
1744,1102867,2022-03-25T21:14:39,51.0,288.0,45.0,746
1745,1102909,2022-03-25T21:20:20,105.0,54.0,81.0,1023
1746,1102902,2022-03-25T21:20:31,,96.0,546.0,936
1747,1102914,2022-03-25T21:22:19,52.0,65.0,42.0,947
1748,1102919,2022-03-25T21:23:27,56.0,152.0,96.0,973
1749,1102925,2022-03-25T21:24:41,140.0,28.0,103.0,1001
1750,1102927,2022-03-25T21:27:15,18.0,120.0,38.0,890
1751,1102938,2022-03-25T21:28:41,68.0,46.0,105.0,906
1752,1102942,2022-03-25T21:31:47,,103.0,31.0,746
1753,1102950,2022-03-25T21:35:03,11.0,49.0,84.0,632
1754,1102963,2022-03-25T21:35:26,52.0,77.0,167.0,775
1755,1102966,2022-03-25T21:38:58,,60.0,43.0,603
1756,1102976,2022-03-25T21:41:35,,34.0,135.0,580
1757,1102988,2022-03-25T21:42:04,4.0,35.0,163.0,713
1758,1102994,2022-03-25T21:43:21,24.0,56.0,55.0,691
1759,1103001,2022-03-25T21:44:00,46.0,119.0,117.0,787
1760,1103023,2022-03-25T21:46:37,72.0,42.0,263.0,892
1761,1105129,2022-03-26T08:03:47,,19.0,170.0,218
1762,1105149,2022-03-26T08:07:43,,70.0,275.0,371
1763,1105158,2022-03-26T08:10:19,,23.0,183.0,393
1764,1105177,2022-03-26T08:16:09,,33.0,287.0,345
1765,1105237,2022-03-26T08:35:21,7.0,35.0,197.0,265
1766,1105258,2022-03-26T08:39:06,,151.0,283.0,464
1767,1105266,2022-03-26T08:42:33,26.0,36.0,64.0,320
1768,1105282,2022-03-26T08:44:50,3.0,37.0,277.0,453
1769,1105284,2022-03-26T08:45:04,35.0,25.0,35.0,466
1770,1105285,2022-03-26T08:45:48,22.0,24.0,34.0,450
1771,1105295,2022-03-26T08:46:41,9.0,68.0,145.0,540
1772,1105312,2022-03-26T08:48:27,4.0,21.0,127.0,555
1773,1105319,2022-03-26T08:50:05,,36.0,35.0,487
1774,1105323,2022-03-26T08:51:48,,29.0,49.0,436
1775,1105355,2022-03-26T08:58:23,,56.0,403.0,484
1776,1105360,2022-03-26T09:00:44,,26.0,59.0,398
1777,1105384,2022-03-26T09:05:23,,35.0,379.0,494
1778,1105385,2022-03-26T09:07:31,,24.0,52.0,413
1779,1105409,2022-03-26T09:15:57,14.0,30.0,177.0,245
1780,1105417,2022-03-26T09:16:20,26.0,42.0,131.0,344
1781,1105436,2022-03-26T09:21:54,,,195.0,204
1782,1105480,2022-03-26T09:28:30,,24.0,189.0,235
1783,1105517,2022-03-26T09:37:14,,1.0,40.0,514
1784,1105515,2022-03-26T09:37:14,,,473.0,479
1785,1105528,2022-03-26T09:41:21,,41.0,129.0,393
1786,1105530,2022-03-26T09:45:35,,37.0,70.0,200
1787,1105544,2022-03-26T09:47:44,,,141.0,206
1788,1105553,2022-03-26T09:48:23,18.0,71.0,218.0,381
1789,1105556,2022-03-26T09:50:06,,36.0,76.0,355
1790,1105567,2022-03-26T09:51:03,,29.0,78.0,370
1791,1105591,2022-03-26T09:57:33,11.0,112.0,226.0,379
1792,1105614,2022-03-26T10:02:36,,36.0,292.0,363
1793,1105628,2022-03-26T10:04:24,23.0,145.0,174.0,429
1794,1105636,2022-03-26T10:06:13,62.0,48.0,168.0,487
1795,1105647,2022-03-26T10:07:23,44.0,75.0,165.0,583
1796,1105650,2022-03-26T10:08:28,58.0,23.0,59.0,572
1797,1105656,2022-03-26T10:09:34,19.0,74.0,69.0,572
1798,1105663,2022-03-26T10:10:51,28.0,39.0,96.0,588
1799,1105666,2022-03-26T10:14:10,,23.0,61.0,449
1800,1105671,2022-03-26T10:15:13,,129.0,98.0,480
1801,1105705,2022-03-26T10:24:05,,57.0,283.0,367
1802,1105716,2022-03-26T10:24:55,34.0,63.0,71.0,381
1803,1105746,2022-03-26T10:34:07,33.0,77.0,297.0,437
1804,1105749,2022-03-26T10:34:51,70.0,48.0,72.0,460
1805,1105767,2022-03-26T10:36:08,44.0,37.0,141.0,525
1806,1105785,2022-03-26T10:36:58,34.0,72.0,186.0,658
1807,1105802,2022-03-26T10:38:18,31.0,58.0,226.0,799
1808,1105795,2022-03-26T10:41:30,,67.0,73.0,526
1809,1105801,2022-03-26T10:41:48,54.0,33.0,81.0,587
1810,1105818,2022-03-26T10:48:21,,22.0,194.0,384
1811,1105821,2022-03-26T10:48:26,27.0,29.0,38.0,412
1812,1105825,2022-03-26T10:50:27,,35.0,110.0,394
1813,1105835,2022-03-26T10:51:00,8.0,60.0,99.0,457
1814,1105842,2022-03-26T10:51:20,60.0,102.0,101.0,536
1815,1105846,2022-03-26T10:54:38,,34.0,46.0,379
1816,1105845,2022-03-26T10:55:19,,47.0,16.0,313
1817,1105851,2022-03-26T10:57:30,74.0,39.0,115.0,319
1818,1105865,2022-03-26T10:58:52,34.0,56.0,135.0,375
1819,1105868,2022-03-26T11:03:21,,35.0,93.0,194
1820,1105896,2022-03-26T11:05:07,,,276.0,360
1821,1105908,2022-03-26T11:07:27,,37.0,77.0,294
1822,1105949,2022-03-26T11:10:17,,112.0,309.0,448
1823,1105966,2022-03-26T11:11:39,39.0,70.0,153.0,515
1824,1105973,2022-03-26T11:13:04,26.0,29.0,41.0,475
1825,1105982,2022-03-26T11:13:38,44.0,102.0,97.0,535
1826,1105988,2022-03-26T11:14:38,96.0,47.0,37.0,511
1827,1106013,2022-03-26T11:17:33,31.0,52.0,309.0,638
1828,1106032,2022-03-26T11:22:12,,69.0,205.0,551
1829,1106039,2022-03-26T11:27:37,39.0,87.0,97.0,313
1830,1106076,2022-03-26T11:32:50,,54.0,308.0,385
1831,1106102,2022-03-26T11:33:38,10.0,35.0,281.0,616
1832,1106112,2022-03-26T11:33:58,28.0,177.0,64.0,655
1833,1106117,2022-03-26T11:34:36,183.0,70.0,50.0,662
1834,1106143,2022-03-26T11:37:50,64.0,44.0,186.0,649
1835,1106159,2022-03-26T11:39:01,42.0,117.0,77.0,654
1836,1106166,2022-03-26T11:39:52,110.0,86.0,56.0,654
1837,1106168,2022-03-26T11:41:59,76.0,91.0,45.0,572
1838,1106171,2022-03-26T11:43:23,89.0,38.0,39.0,516
1839,1106181,2022-03-26T11:44:59,31.0,28.0,55.0,474
1840,1106192,2022-03-26T11:45:42,21.0,155.0,53.0,484
1841,1106206,2022-03-26T11:46:31,133.0,69.0,101.0,534
1842,1106221,2022-03-26T11:48:59,34.0,112.0,132.0,517
1843,1106235,2022-03-26T11:50:02,95.0,169.0,167.0,620
1844,1106244,2022-03-26T11:51:46,163.0,67.0,122.0,637
1845,1106258,2022-03-26T11:54:36,63.0,62.0,63.0,527
1846,1106265,2022-03-26T11:56:49,,31.0,104.0,490
1847,1106272,2022-03-26T11:58:22,,56.0,74.0,469
1848,1106275,2022-03-26T11:58:38,44.0,50.0,54.0,503
1849,1106281,2022-03-26T11:59:57,30.0,92.0,74.0,488
1850,1106307,2022-03-26T12:05:15,14.0,35.0,367.0,537
1851,1106314,2022-03-26T12:05:40,30.0,36.0,41.0,551
1852,1106349,2022-03-26T12:09:54,27.0,61.0,378.0,676
1853,1106359,2022-03-26T12:10:28,60.0,41.0,184.0,815
1854,1106366,2022-03-26T12:12:37,,58.0,113.0,794
1855,1106370,2022-03-26T12:14:09,,42.0,139.0,771
1856,1106373,2022-03-26T12:15:43,,33.0,44.0,716
1857,1106375,2022-03-26T12:16:21,,32.0,27.0,702
1858,1106378,2022-03-26T12:16:25,31.0,242.0,69.0,761
1859,1106386,2022-03-26T12:18:35,83.0,119.0,45.0,673
1860,1106392,2022-03-26T12:31:04,,,35.0,42
1861,1106400,2022-03-26T12:31:36,,,49.0,56
1862,1106408,2022-03-26T12:32:21,,,62.0,68
1863,1106459,2022-03-26T12:33:08,,125.0,381.0,530
1864,1106460,2022-03-26T12:36:15,,56.0,39.0,389
1865,1106468,2022-03-26T12:36:20,53.0,46.0,71.0,449
1866,1106496,2022-03-26T12:38:28,,40.0,222.0,537
1867,1106500,2022-03-26T12:39:06,5.0,90.0,30.0,533
1868,1106505,2022-03-26T12:40:43,4.0,74.0,34.0,466
1869,1106513,2022-03-26T12:40:54,92.0,58.0,48.0,497
1870,1106517,2022-03-26T12:44:12,41.0,22.0,85.0,381
1871,1106519,2022-03-26T12:45:01,22.0,88.0,41.0,367
1872,1106524,2022-03-26T12:46:18,36.0,45.0,60.0,347
1873,1106542,2022-03-26T12:53:21,,53.0,255.0,337
1874,1106551,2022-03-26T12:53:35,40.0,49.0,114.0,429
1875,1106555,2022-03-26T12:54:23,44.0,32.0,46.0,419
1876,1106556,2022-03-26T12:55:23,20.0,139.0,37.0,391
1877,1106562,2022-03-26T12:57:18,47.0,27.0,71.0,343
1878,1106565,2022-03-26T12:58:24,15.0,36.0,62.0,335
1879,1106570,2022-03-26T12:59:38,79.0,63.0,68.0,325
1880,1106594,2022-03-26T13:01:03,60.0,175.0,341.0,602
1881,1106598,2022-03-26T13:02:16,166.0,53.0,51.0,573
1882,1106603,2022-03-26T13:05:19,40.0,74.0,48.0,435
1883,1106605,2022-03-26T13:07:20,,51.0,38.0,352
1884,1106606,2022-03-26T13:07:30,45.0,38.0,44.0,384
1885,1106629,2022-03-26T13:09:43,3.0,92.0,281.0,526
1886,1106639,2022-03-26T13:11:27,,29.0,101.0,517
1887,1106658,2022-03-26T13:13:09,,13.0,143.0,553
1888,1106661,2022-03-26T13:13:23,2.0,29.0,38.0,572
1889,1106673,2022-03-26T13:14:38,,59.0,114.0,606
1890,1106679,2022-03-26T13:14:56,45.0,97.0,96.0,681
1891,1106682,2022-03-26T13:15:49,94.0,198.0,77.0,702
1892,1106685,2022-03-26T13:17:38,190.0,41.0,35.0,628
1893,1106687,2022-03-26T13:20:57,36.0,30.0,49.0,477
1894,1106692,2022-03-26T13:22:10,,62.0,92.0,493
1895,1106698,2022-03-26T13:23:23,,82.0,105.0,518
1896,1106709,2022-03-26T13:23:34,74.0,49.0,118.0,622
1897,1106713,2022-03-26T13:24:46,58.0,39.0,85.0,632
1898,1106716,2022-03-26T13:29:11,,101.0,50.0,415
1899,1106738,2022-03-26T13:29:43,76.0,113.0,301.0,680
1900,1106741,2022-03-26T13:31:12,103.0,59.0,35.0,620
1901,1106748,2022-03-26T13:33:05,52.0,46.0,71.0,574
1902,1106752,2022-03-26T13:34:14,34.0,41.0,42.0,543
1903,1106756,2022-03-26T13:34:56,35.0,44.0,49.0,544
1904,1106765,2022-03-26T13:35:41,57.0,69.0,170.0,663
1905,1106767,2022-03-26T13:37:41,9.0,66.0,31.0,574
1906,1106769,2022-03-26T13:40:06,4.0,68.0,89.0,516
1907,1106775,2022-03-26T13:40:50,35.0,57.0,74.0,544
1908,1106776,2022-03-26T13:41:55,44.0,41.0,24.0,498
1909,1106779,2022-03-26T13:43:21,19.0,41.0,46.0,454
1910,1106795,2022-03-26T13:45:35,30.0,55.0,238.0,554
1911,1106798,2022-03-26T13:46:12,52.0,67.0,24.0,541
1912,1106804,2022-03-26T13:48:23,,49.0,105.0,511
1913,1106808,2022-03-26T13:48:31,44.0,29.0,62.0,565
1914,1106816,2022-03-26T13:49:25,40.0,106.0,95.0,606
1915,1106817,2022-03-26T13:53:10,20.0,20.0,40.0,412
1916,1106822,2022-03-26T13:53:42,13.0,51.0,52.0,422
1917,1106824,2022-03-26T13:54:07,46.0,60.0,51.0,443
1918,1106827,2022-03-26T13:55:06,52.0,26.0,42.0,421
1919,1106831,2022-03-26T13:56:09,20.0,56.0,44.0,394
1920,1106844,2022-03-26T13:56:43,46.0,59.0,212.0,565
1921,1106864,2022-03-26T13:57:39,115.0,56.0,168.0,671
1922,1106872,2022-03-26T14:00:47,15.0,48.0,101.0,578
1923,1106876,2022-03-26T14:02:35,,59.0,47.0,514
1924,1106877,2022-03-26T14:04:26,,32.0,37.0,437
1925,1106885,2022-03-26T14:06:14,,70.0,38.0,365
1926,1106890,2022-03-26T14:06:23,67.0,43.0,41.0,396
1927,1106892,2022-03-26T14:08:18,4.0,49.0,34.0,309
1928,1106902,2022-03-26T14:11:17,,24.0,181.0,306
1929,1106907,2022-03-26T14:11:23,23.0,45.0,70.0,373
1930,1106910,2022-03-26T14:14:36,37.0,40.0,24.0,200
1931,1107001,2022-03-26T14:17:27,7.0,84.0,242.0,361
1932,1106913,2022-03-26T14:17:46,,,94.0,101
1933,1107026,2022-03-26T14:18:12,52.0,30.0,266.0,582
1934,1107033,2022-03-26T14:19:46,20.0,78.0,110.0,591
1935,1107042,2022-03-26T14:21:17,10.0,138.0,73.0,570
1936,1107046,2022-03-26T14:21:34,137.0,43.0,43.0,592
1937,1107054,2022-03-26T14:24:41,4.0,82.0,82.0,485
1938,1107062,2022-03-26T14:26:21,,95.0,66.0,446
1939,1107077,2022-03-26T14:29:22,,16.0,126.0,384
1940,1107087,2022-03-26T14:29:49,,32.0,48.0,396
1941,1107094,2022-03-26T14:30:37,1.0,39.0,47.0,393
1942,1107102,2022-03-26T14:33:23,,78.0,216.0,442
1943,1107109,2022-03-26T14:33:59,44.0,80.0,195.0,596
1944,1107114,2022-03-26T14:35:15,64.0,75.0,50.0,569
1945,1107121,2022-03-26T14:36:28,73.0,57.0,59.0,548
1946,1107126,2022-03-26T14:37:50,52.0,34.0,45.0,495
1947,1107127,2022-03-26T14:40:02,,100.0,28.0,384
1948,1107132,2022-03-26T14:40:11,93.0,51.0,74.0,454
1949,1107149,2022-03-26T14:46:13,,117.0,136.0,282
1950,1107168,2022-03-26T14:47:10,65.0,51.0,254.0,474
1951,1107173,2022-03-26T14:49:01,20.0,44.0,95.0,438
1952,1107178,2022-03-26T14:49:34,36.0,68.0,71.0,482
1953,1107181,2022-03-26T14:50:18,64.0,90.0,28.0,447
1954,1107213,2022-03-26T14:54:57,7.0,91.0,61.0,652
1955,1107252,2022-03-26T15:05:11,15.0,47.0,267.0,361
1956,1107254,2022-03-26T15:06:34,,62.0,72.0,345
1957,1107257,2022-03-26T15:07:50,,19.0,40.0,303
1958,1107261,2022-03-26T15:11:01,,31.0,43.0,153
1959,1107323,2022-03-26T15:14:50,13.0,32.0,398.0,505
1960,1107330,2022-03-26T15:15:13,66.0,67.0,88.0,546
1961,1107332,2022-03-26T15:17:10,21.0,38.0,52.0,479
1962,1107337,2022-03-26T15:17:41,33.0,45.0,56.0,497
1963,1107340,2022-03-26T15:19:00,4.0,27.0,45.0,455
1964,1107369,2022-03-26T15:19:14,58.0,164.0,179.0,620
1965,1107372,2022-03-26T15:21:02,118.0,30.0,33.0,542
1966,1107385,2022-03-26T15:23:08,25.0,95.0,139.0,550
1967,1107395,2022-03-26T15:25:13,,63.0,65.0,488
1968,1107400,2022-03-26T15:26:37,,21.0,42.0,441
1969,1107406,2022-03-26T15:29:10,20.0,118.0,64.0,352
1970,1107412,2022-03-26T15:29:41,113.0,82.0,145.0,468
1971,1107415,2022-03-26T15:33:26,,28.0,62.0,302
1972,1107430,2022-03-26T15:36:36,,21.0,152.0,265
1973,1107471,2022-03-26T15:41:05,,56.0,495.0,582
1974,1107507,2022-03-26T15:45:59,,114.0,419.0,703
1975,1107512,2022-03-26T15:47:03,56.0,62.0,38.0,673
1976,1107516,2022-03-26T15:49:44,2.0,64.0,44.0,556
1977,1107535,2022-03-26T15:50:05,49.0,52.0,305.0,837
1978,1107547,2022-03-26T15:51:24,25.0,75.0,174.0,925
1979,1107563,2022-03-26T15:51:59,72.0,61.0,226.0,1118
1980,1107576,2022-03-26T15:53:19,56.0,212.0,205.0,1207
1981,1107579,2022-03-26T15:54:24,43.0,186.0,54.0,1196
1982,1107582,2022-03-26T16:00:48,0.0,52.0,58.0,866
1983,1107589,2022-03-26T16:02:12,,55.0,72.0,850
1984,1107592,2022-03-26T16:06:14,,56.0,33.0,632
1985,1107609,2022-03-26T16:16:58,,14.0,111.0,152
1986,1107626,2022-03-26T16:18:21,,,255.0,321
1987,1107657,2022-03-26T16:19:16,,69.0,385.0,655
1988,1107665,2022-03-26T16:21:06,,34.0,149.0,690
1989,1107678,2022-03-26T16:21:47,14.0,31.0,169.0,815
1990,1107688,2022-03-26T16:24:24,,35.0,176.0,832
1991,1107696,2022-03-26T16:28:28,,33.0,77.0,664
1992,1107722,2022-03-26T16:40:15,,24.0,137.0,185
1993,1107755,2022-03-26T16:41:56,32.0,59.0,304.0,434
1994,1107774,2022-03-26T16:42:36,72.0,155.0,274.0,670
1995,1107800,2022-03-26T16:46:45,,58.0,326.0,745
1996,1107808,2022-03-26T16:47:55,,99.0,78.0,750
1997,1107824,2022-03-26T16:49:45,,76.0,114.0,756
1998,1107836,2022-03-26T16:53:43,,72.0,170.0,684
1999,1107849,2022-03-26T16:55:10,,65.0,115.0,710
2000,1107856,2022-03-26T16:58:11,,29.0,114.0,636
2001,1107860,2022-03-26T16:59:42,,39.0,41.0,587
2002,1107880,2022-03-26T17:04:30,16.0,88.0,257.0,554
2003,1107892,2022-03-26T17:05:40,44.0,58.0,158.0,641
2004,1107903,2022-03-26T17:06:38,45.0,43.0,192.0,771
2005,1107910,2022-03-26T17:07:47,29.0,20.0,48.0,746
2006,1107914,2022-03-26T17:08:22,17.0,81.0,61.0,770
2007,1107935,2022-03-26T17:09:31,35.0,102.0,156.0,855
2008,1107942,2022-03-26T17:11:55,,114.0,50.0,759
2009,1107950,2022-03-26T17:11:59,110.0,61.0,62.0,816
2010,1108181,2022-03-26T17:13:59,55.0,162.0,265.0,951
2011,1108192,2022-03-26T17:15:03,257.0,89.0,170.0,1055
2012,1108224,2022-03-26T17:19:27,83.0,45.0,324.0,1113
2013,1108239,2022-03-26T17:21:08,33.0,70.0,73.0,1205
2014,1108234,2022-03-26T17:21:53,65.0,113.0,161.0,1123
2015,1108251,2022-03-26T17:23:07,105.0,39.0,131.0,1216
2016,1108263,2022-03-26T17:25:01,33.0,65.0,107.0,1207
2017,1108278,2022-03-26T17:25:41,237.0,58.0,214.0,1376
2018,1108282,2022-03-26T17:26:54,225.0,127.0,50.0,1352
2019,1108316,2022-03-26T17:30:51,118.0,327.0,330.0,1442
2020,1108334,2022-03-26T17:32:58,322.0,118.0,156.0,1467
2021,1108338,2022-03-26T17:38:26,140.0,61.0,45.0,1177
2022,1108346,2022-03-26T17:40:56,58.0,94.0,111.0,1134
2023,1108353,2022-03-26T17:42:04,87.0,147.0,70.0,1133
2024,1108427,2022-03-26T17:43:43,140.0,169.0,111.0,1142
2025,1108438,2022-03-26T17:46:10,167.0,63.0,161.0,1150
2026,1108462,2022-03-26T17:49:10,339.0,156.0,242.0,1213
2027,1108471,2022-03-26T17:54:12,119.0,101.0,94.0,1002
2028,1108482,2022-03-26T17:56:24,97.0,60.0,74.0,938
2029,1108494,2022-03-26T17:58:10,53.0,50.0,155.0,985
2030,1108495,2022-03-26T17:59:14,102.0,112.0,51.0,971
2031,1108506,2022-03-26T18:01:18,43.0,95.0,108.0,952
2032,1108537,2022-03-26T18:02:12,92.0,106.0,383.0,1278
2033,1108546,2022-03-26T18:03:46,103.0,250.0,79.0,1263
2034,1108553,2022-03-26T18:05:42,231.0,82.0,68.0,1210
2035,1108561,2022-03-26T18:09:40,79.0,72.0,209.0,1173
2036,1108569,2022-03-26T18:11:07,67.0,143.0,98.0,1177
2037,1108571,2022-03-26T18:12:27,137.0,47.0,78.0,1177
2038,1108584,2022-03-26T18:14:55,41.0,112.0,108.0,1129
2039,1108597,2022-03-26T18:15:45,108.0,363.0,60.0,1135
2040,1108601,2022-03-26T18:17:41,356.0,90.0,48.0,1063
2041,1108617,2022-03-26T18:23:43,87.0,56.0,169.0,869
2042,1108629,2022-03-26T18:25:19,112.0,135.0,112.0,886
2043,1108646,2022-03-26T18:26:29,178.0,112.0,131.0,946
2044,1108679,2022-03-26T18:30:51,57.0,61.0,306.0,989
2045,1108685,2022-03-26T18:31:56,58.0,69.0,53.0,971
2046,1108692,2022-03-26T18:33:26,46.0,118.0,61.0,946
2047,1108713,2022-03-26T18:34:19,114.0,38.0,282.0,1170
2048,1108714,2022-03-26T18:36:27,34.0,77.0,251.0,1052
2049,1108716,2022-03-26T18:37:43,41.0,116.0,28.0,1002
2050,1108720,2022-03-26T18:38:52,90.0,118.0,60.0,986
2051,1108727,2022-03-26T18:41:49,34.0,303.0,98.0,903
2052,1108744,2022-03-26T18:44:25,193.0,143.0,312.0,1053
2053,1108748,2022-03-26T18:50:16,40.0,33.0,88.0,786
2054,1108761,2022-03-26T18:51:05,172.0,40.0,164.0,896
2055,1108776,2022-03-26T18:54:59,78.0,82.0,336.0,994
2056,1108777,2022-03-26T18:56:48,54.0,59.0,80.0,887
2057,1108785,2022-03-26T18:57:52,56.0,194.0,130.0,950
2058,1108793,2022-03-26T19:01:39,29.0,81.0,138.0,859
2059,1108813,2022-03-26T19:04:12,,116.0,165.0,868
2060,1108816,2022-03-26T19:04:18,111.0,251.0,49.0,906
2061,1108831,2022-03-26T19:06:26,241.0,78.0,161.0,938
2062,1108842,2022-03-26T19:10:34,73.0,127.0,225.0,911
2063,1108845,2022-03-26T19:11:53,124.0,115.0,83.0,900
2064,1108848,2022-03-26T19:14:05,112.0,163.0,64.0,826
2065,1108855,2022-03-26T19:16:05,159.0,55.0,54.0,753
2066,1108858,2022-03-26T19:18:51,53.0,148.0,50.0,633
2067,1108873,2022-03-26T19:19:55,143.0,192.0,61.0,804
2068,1108870,2022-03-26T19:22:31,181.0,80.0,168.0,579
2069,1108903,2022-03-26T19:26:39,,158.0,373.0,769
2070,1108938,2022-03-26T19:29:25,45.0,83.0,96.0,1129
2071,1108928,2022-03-26T19:29:26,,41.0,444.0,1036
2072,1108942,2022-03-26T19:30:23,76.0,48.0,58.0,1121
2073,1108963,2022-03-26T19:31:46,53.0,122.0,298.0,1331
2074,1108967,2022-03-26T19:33:27,85.0,216.0,57.0,1283
2075,1108994,2022-03-26T19:35:05,234.0,116.0,525.0,1707
2076,1108998,2022-03-26T19:46:57,,76.0,77.0,1073
2077,1109005,2022-03-26T19:47:27,48.0,56.0,49.0,1100
2078,1109006,2022-03-26T19:48:46,25.0,103.0,45.0,1061
2079,1109014,2022-03-26T19:49:12,279.0,50.0,79.0,1113
2080,1109018,2022-03-26T19:54:49,2.0,522.0,39.0,803
2081,1109026,2022-03-26T19:55:05,73.0,547.0,57.0,842
2082,1109038,2022-03-26T20:03:53,95.0,63.0,190.0,500
2083,1109058,2022-03-26T20:06:37,,44.0,238.0,571
2084,1109066,2022-03-26T20:06:42,40.0,59.0,104.0,663
2085,1109076,2022-03-26T20:08:27,,29.0,91.0,642
2086,1109098,2022-03-26T20:08:36,22.0,49.0,309.0,939
2087,1109118,2022-03-26T20:09:12,46.0,88.0,216.0,1114
2088,1109140,2022-03-26T20:10:09,126.0,65.0,296.0,1347
2089,1109144,2022-03-26T20:13:27,,196.0,82.0,1226
